Symbol	COLO320DM	UO-31	OVCAR-4	ABC-1	RKO
CHMP2A	0.852684518	0	0.242766989	-1.559310583	0
CHMP2B	0	-1.4923317	0	-0.078863434	0.350621533
CHMP4A	-0.04881787	-1.745370006	-0.572470375	-0.136608698	-0.154603661
CHMP4B	-0.30997699	-0.345210618	-0.31625234	-0.13342912	-0.135001482
CHMP4C	0	-0.709409761	-1.524690912	-0.002185181	0.000251253
CHMP5	-0.187386028	-0.553357635	-0.766466289	0.009174008	-0.152049221
CHMP7	0	0	0	0	0
CHP1	1.853509652	0.675995317	-0.399156336	0	0.407724627
CHTF8	-0.942155508	-0.463649828	0.907289654	-0.05361072	-0.50891106
CHTOP	0.250761016	-0.60421245	-0.398663286	0.134092225	0.054967898
CIAPIN1	-0.170590394	-0.117369806	1.177450213	0	0.189139832
CIRBP	0.238390676	-0.601100155	-0.380125364	0.301148557	0.049998664
CISD1	-1.423009999	0	0	0	0
CISD2	0.095118039	0	1.430628019	0	2.40900192
CIZ1	0	0	0	0	-3.56341896
CKAP4	0.306205068	-0.162229402	-0.253020094	0.299209361	0.268001211
CKAP5	0	0.052097292	0.970406828	0	1.685441193
CKB	0.273334908	0	0.065850835	0	0
CKS1B	-0.09572218	-0.480994165	-0.169301582	-0.395269387	-0.950779311
CLASP1	0	1.479195176	0	0	0
CLIC1	-0.068904297	0.399599805	0.377056877	1.459338724	0.99811417
CLIC3	0	0	0	2.070361077	0
CLIC4	1.715002735	0.332901202	0.663862782	0	1.249664485
CLINT1	-0.172708915	-0.226092861	-0.238251202	0.265901059	0.15698504
CLIP1	0.105946496	-0.752711397	-0.077418352	-0.044946221	-0.252218935
CLIP2	0.689058714	-0.663697951	0	-0.029063348	0.979608552
CLNS1A	-0.042542405	-0.716645021	-0.602100731	-0.84397249	0.090644547
CLSPN	0	0	-0.798606683	-1.675653128	0.138717285
CLTA	0.081702726	-0.475662225	-0.333343862	-0.130089447	-0.043426009
CLTB	-0.139608621	-0.603968086	-0.379323677	-0.071564335	-0.147246241
CLTC	0.218474392	0.401879828	0.373525275	0.000138978	1.404819773
CLU	0	0	0	0.030368999	0
CLUH	0	1.236654109	0	0	0
CMBL	0.195366839	1.357898102	0	0	0.346015372
CMPK1	0.046089017	-0.08175234	-0.079450387	0.812653074	0.091832124
CNDP2	0.257154538	0.339088437	0.319482104	0	0.915679798
CNN1	0	0	-0.051072216	0	0
CNN2	0	0.220776274	-0.007698114	0	0.55142128
CNN3	-0.069685479	0.077215348	-0.055735361	-0.207926853	0.436964074
CNOT1	0	-0.781226095	1.16497925	0	0.680657283
CNOT2	-1.323582268	-1.58741198	-0.102392518	0.391797163	0.601410441
CNOT3	-0.734133197	0	0.167550537	0.313331043	-0.400097836
CNOT4	0	0	0	0	0.483933984
CNP	0	0	0	0	0
CNPY2	0.106086299	-0.317767048	-0.258475828	0.240459547	0.027913083
CNPY3	-0.047674254	1.794668744	2.47263544	0.033498993	0.034852975
CNPY4	-0.839549007	-1.875880457	-0.172034056	0	0
COA4	0.036213555	0	-0.546074049	-1.631863669	-0.138132139
COA6	0	0	0	0	-0.847145039
COA7	-0.075798096	0	0.863545954	-1.550344419	0.511738198
COASY	0.245325938	0.66268374	0	0	0
COBL	0	0	0	0.678716439	0
COBLL1	1.470972514	0	-0.815860991	0.35892538	0
COG2	0	-2.162031988	0	1.129107608	0
COL18A1	0	0.305218075	0.05894668	0	0
COL3A1	-2.094031839	0	0	0	0
COL4A2	0	-0.232018947	0.118134043	0	0
COL4A3BP	0	0	0.969398083	0	0
COL9A2	0	0	-0.143387936	-0.31312253	0
COL9A3	0	0	0	0	2.615766927
COLGALT1	-1.465682983	0.499344303	0	0	0
COMMD8	0	0	0	0	0
COMMD9	0.288826522	0.020099103	0	0	0.056417917
COMT	0	0.02975092	1.169619842	4.356443337	0
COPA	-0.414521542	0.356926637	0.308522236	2.581439993	0
COPB1	0	0.552974156	0.593855857	0	-1.090631989
COPB2	-0.065926823	0.256751159	0.364861532	0.922395184	0.76911469
COPE	0	0.449150203	0.264767845	0	0
COPG1	-2.076586553	0.185217959	0.561659585	0	0.839075853
COPRS	-0.087166891	0	-1.739209613	-2.207291104	-0.731110418
COPS2	0	1.309370218	0	0	0
COPS3	0.71281578	0.472072075	0.063833165	0	0.238799471
COPS4	0	0.224846533	-0.478129874	0	1.060966911
COPS5	0	0	0	0	0.752871063
COPS8	1.734810728	-1.063836002	0	0	1.524062035
COPZ1	0	0.18903305	0.59503488	0	-1.397204367
CORO1B	-1.120998513	0.514574255	0.617473007	-2.445790626	0.573180857
CORO1C	0.343343895	0.347419213	2.153226098	0	0.881982391
CORO7	0.04539424	0.203719496	0	0	0.532537245
COTL1	0.546112279	0.25730502	0.110681563	0	0.702646169
COX19	0	0	0	0	0
COX4I1	-0.088509052	-0.434190083	-0.159302454	-0.179852289	0.026524112
COX5A	0.042707624	-0.197364884	-0.155177814	0.195406504	0.086556792
COX5B	0.029689258	-0.126907571	-0.123562024	0.084724671	-0.084435543
COX6B1	0.056894757	-0.305673618	-0.304108349	0.300888509	-0.05475413
CPA4	0	0	0	0	0
CPD	-0.116764927	-0.379939822	0.036472772	-2.601878098	0
CPNE1	1.565414513	0.216098635	0	0	1.040835733
CPNE3	-1.367896744	0.026149818	0.215274308	0	2.003024591
CPOX	0	0.420539578	-0.905688014	0	0
CPPED1	0	0.516986984	0.503643421	0	1.424762808
CPSF1	-1.478188004	0	0	0	0
CPSF3	-1.716555865	0	0	0	0
CPSF6	-0.22835384	0.194085663	0.286131818	-0.802218943	0.42013684
CPSF7	0	0.385200353	1.027715284	0	0
CPVL	-0.799535695	0	1.660630376	0	0
CRABP2	0	0	2.084320184	0	0
CRACR2A	-0.204786997	0	0	0	0.049256902
CRAT	0	0	0	0	0
CRB2	-0.500731235	0	0	0	0
CREB1	-0.22876759	-0.843767405	0.097672525	-0.177186094	-0.025179605
CREBBP	-0.870706394	-1.362841235	0	-0.756873828	-0.877749238
CRELD2	0	0.657697605	0	0	1.150331591
CRIP2	0	-0.361877451	-0.081542034	1.215363706	0
CRIPT	2.132235973	0	-2.220236818	0.760422209	-2.300804766
CRK	0.450786644	-0.247575923	1.01951015	0.99365521	0.21710334
CRKL	-0.08986934	-0.377562388	0.007932872	0.586600525	0.142999768
CROCC	-1.923521965	0	0	0	-1.088367954
CRTAP	0	0.998648529	0	0	0
CRTC1	0.355668572	0	-0.218847975	1.498803705	-0.084972405
CRTC2	0	0	0.78478997	0	0
CRYAB	0	-1.952028377	0.178817039	0	0
CRYZ	0	0.469297424	-0.437084685	0	1.006436858
CS	0.118050309	0.374912862	0.383804415	3.550475506	1.186857484
CSDE1	1.843763603	-0.07178379	0.216721969	-1.371461477	-0.715714645
CSE1L	0.198213981	-0.134210796	-0.127342224	0.366005804	-0.029354019
CSF1	0	1.904748352	0	0	0
CSK	0	1.499188598	0	0	-0.603412135
CSNK2A2	-0.962844639	0.915595282	0	0	0
CSRP1	0	0.742624589	0.125338465	0.170854998	0.10218536
CSRP2	1.424674242	0.800991197	0	0	0
CSTA	0	0	0	-0.065992178	0
CSTB	0	-0.318044464	0	0	0
CSTF2	-0.098902041	-0.488497332	-0.177069418	0.260360202	-0.006717782
CSTF2T	0	0	0	-0.104480513	0
CTAGE5	0	1.303768309	0	0.219425072	-0.003156575
CTBP1	0	0.568005525	0	0	0
CTBP2	0	1.241973928	1.393127401	0	0
CTCF	-1.074584961	0	0	0	-0.123122207
CTH	0	0	0	0	0
CTNNA1	0	0.091604204	0.188996731	0.568273167	1.199654915
CTNNA2	0	-0.051364406	0.29465378	3.060397026	0
CTNNB1	-1.993367453	0.111147197	0.024857523	-0.076902038	0
CTNNBIP1	-0.116938864	0	0	0.011580855	0
CTNNBL1	0.243500273	0.023640833	0.266325417	0	-0.252694857
CTNND1	-0.060370252	0.085037949	-0.034378216	0.097169102	0.477996771
CTPS1	0	0.302682539	0.884327213	0	0
CTSA	0	1.790335788	0	0	0
CTSB	1.321503459	0.182035753	-0.505303302	-3.337895245	0
CTSC	0	0.057241448	0	0	0
CTSD	0.46946653	0.521790122	0.327684837	2.518834754	1.563424481
CTSL	0	0.246158646	0	2.738795197	-0.265217633
CTSZ	0	0.236063053	0.962201874	0	0.388792622
CTTN	-0.048656969	-0.598075377	-0.314954069	-0.050246655	-0.100666672
CTTNBP2NL	-0.687337461	-0.449665182	-0.406655598	0.116037501	-0.287065683
CUEDC1	-0.768612166	0	0	-1.663923225	-0.541562329
CUEDC2	0	0	0	-0.357895728	0
CUL2	0	1.145420491	1.775285124	0	0
CUL4B	-0.562989736	0.087817066	1.960678095	0	0
CUTA	0.135138801	0.269953672	0.214072511	1.241098989	0.30580623
CUX1	0.241131324	-0.063846382	-0.200903297	0.546060029	-0.22425675
CWC15	-0.019199945	-0.724269887	-0.395475863	0.043280185	-0.184895905
CWC25	0	0	0	1.156844184	-1.52700581
CWC27	-0.086929466	0	0	1.388384838	-0.275823894
CXADR	0	0	0	-0.426077866	0
CYB5A	1.326757331	0	-2.25230323	-2.009562905	0
CYB5B	0	0	0	0	0
CYB5R3	0	0.291748039	2.437146709	0	0
CYCS	-1.08471988	0.200766707	0.24908833	0.028361301	0.553338012
CYFIP1	0	0.172939857	0	0	0
CYGB	0	0	1.229842239	0	0
CYP51A1	0	0	0	0	0
CYR61	0	-1.227954547	-0.438522839	0	0.358067578
DAB2	-1.272791569	-0.800715265	0	0	0
DACH1	-1.318269465	0	0	0	0
DAG1	-0.128955661	-0.701767083	-0.495753944	-0.062863469	0.631614557
DAP	0	0	0	0	0
DAP3	0	0.567069211	1.154515912	0	0
DARS	-1.343246266	0.409522102	0.029021814	0	0
DARS2	0	0	-0.991579724	0	0
DAZAP1	-0.177658025	0	0	0	1.419387638
DBI	0.005160766	-0.091072237	-0.253114806	0.307002502	-0.05482141
DBN1	-0.16730457	-0.599537551	-0.153967462	-0.382138415	0.130644893
DBNDD1	-1.571448189	0	0	-1.66007268	-0.245879932
DBNL	-0.017299417	-0.523195902	-0.128369042	0.007633749	-0.028632359
DCBLD2	0	-0.51670738	0	0	0
DCDC2	0	-0.604594942	0.437768848	0	0
DCPS	-0.730541397	0.067827134	0	0	2.200533521
DCTN2	0.092888815	-0.484602307	-0.134925446	0.293157107	0.169473982
DCTN3	0	1.162618664	0	0	0
DCTPP1	-0.213381544	-0.057655583	-0.036702241	0	0.264751247
DCUN1D1	0	-0.869364708	-2.093637912	0	0
DDAH1	0.216974187	-0.372006383	-0.156650689	0.38513107	0.071818845
DDAH2	0	-0.003522064	0.755193192	0.324009859	0.578871151
DDB1	-0.477399618	0.21283881	0.180840927	0	0.923215644
DDI2	0.539592912	0	1.564422022	0	1.037420144
DDOST	-0.278812103	0.116731069	2.378437821	0	0
DDRGK1	1.709919292	-0.336551942	-0.223268026	-0.089757383	-0.361991352
DDX1	0.877262413	0.154895903	0.50124765	0	0.702491178
DDX17	0.426641715	0.282339211	0.284884808	0.650855536	1.054426741
DDX18	0	0	0	0	0
DDX19A	-1.229976811	-0.375200991	0.088201318	0	0.420970336
DDX21	-0.121174268	-0.11170027	0.187654317	-0.74568759	1.065045484
DDX23	-0.553275119	1.019594111	0.164443612	0.711741674	-1.364099037
DDX27	-0.138896983	0.142211618	0.04375008	0.3360861	-0.241353662
DDX39A	0	0	-1.235325693	0	0
DDX39B	0.207668471	0.308133173	0.431277934	1.376411752	0.907117595
DDX42	-0.186750803	0.123696626	1.240383711	1.684488428	0.679529983
DDX46	0.325735082	0.301842269	0.571713131	2.549113574	0.093421385
DDX47	0	-0.001251028	0.240413742	0	0
DDX5	0.256233898	-0.176793066	0.266695202	0.674523638	1.025735991
DDX50	0	0	-1.001625181	0	0
DDX54	-0.468145151	0	-0.812510338	0	-0.197052824
DDX6	1.795501825	1.583442598	0.090254758	0	-0.791649064
DECR1	0.337754913	0.303645409	0.360874085	2.20450537	0.926168469
DEK	-0.022389225	-0.471193006	-0.406821129	0.559246739	-0.492880496
DENND4C	0	0	0	0	0
DENR	0.194713214	-0.410655425	-0.22055188	0.719066896	-0.169279653
DERA	0	0	-0.367121788	0	0
DFFA	-0.019129927	-0.716502576	-0.338814558	-0.225867214	-0.066576124
DFNA5	0	0.485143761	0	0	0
DGKA	0	1.709929033	0	0	0
DHCR24	0	0.354610218	0	0	0
DHCR7	0	1.221060322	0	0	0
DHFR	0	0.227426402	0	0	-2.665573736
DHPS	0	1.001765493	-0.434128933	0	0
DHRS3	0	0	0	0.71149591	0
DHX15	-0.329277454	0.221951832	0.369397551	0.332447003	0.958625376
DHX30	0	-0.136608964	0	0	0
DHX36	0	0.33481784	0	0	0
DHX38	-0.474940915	-0.070491555	-1.339691027	0.165738975	-0.194421047
DHX9	0.159889027	0.241792451	0.433417939	1.740732055	0.475264995
DIABLO	0	-0.018343673	0	0	-1.323277095
DIAPH1	0	-2.04343391	0.327542582	0.629995136	0
DIDO1	-0.066910166	-0.32706752	-0.722783198	0.166597025	0.015038014
DIP2A	0	0	0	0	0
DIP2B	0	-0.293517421	-0.453311647	0.313936205	0
DIRC2	0	0	0	0.053430366	0
DKC1	-0.015259167	-0.150399947	0.203943875	1.006651588	-0.453930294
DLAT	-0.001139675	0.085281122	-0.011229231	2.358023077	0.126690137
DLD	0.299599177	-0.057647789	0.384412994	0	0.900537471
DLG1	0	0.979672303	0	0	0
DLGAP4	0	-1.99358485	0.120669077	0.545685345	-0.287055815
DLGAP5	0	0	1.224651601	0	0
DLST	0.595501175	0.328323991	0.173915803	0.100722641	0.802951732
DMTN	0	0	0	0	0
DNAH8	0	0	0	0	-0.943536516
DNAJA1	0	-0.004856321	0	-0.90108141	0.51004332
DNAJA2	0	0.096688337	0.376175688	2.118666682	0.607455262
DNAJA3	0	0	0	0	-0.90151491
DNAJB1	-0.199540137	2.108505353	0.246476081	0.412982242	0.641774421
DNAJB11	0	0.031090196	-1.433125805	1.42552489	0
DNAJB14	1.751522369	0	0	0.252932192	-0.973588197
DNAJB2	0	-0.892847022	-0.22753365	1.376608555	-0.02824636
DNAJB6	-0.63826578	0.096600275	0	-1.103461304	-2.422667821
DNAJC1	0	0	0	0.99563964	0
DNAJC10	0	0.910916585	0	0	0
DNAJC12	-0.703477841	0	0	0	0.654279235
DNAJC2	-0.264021623	0	0.951092864	0.129262168	-0.477049747
DNAJC21	0	0	0	0	-1.673043449
DNAJC7	0	0	0	0	0
DNAJC8	-0.159521498	-0.384952437	-0.14305731	0.114776736	-0.194886544
DNAJC9	0.036239589	-0.192823264	-0.085617083	0.46821474	0.04859083
DNASE2	0.064961865	-1.904022775	-0.206539981	0.152775311	-0.177223839
DNLZ	0	0	0	0	0.11258756
DNM1L	-1.563046248	0.34629446	0.432967933	0	1.66939937
DNMT1	-0.873949133	-1.01708267	0.303934565	-0.031886453	-1.353851818
DNPEP	0	0	0	0	0
DNPH1	0.247692344	0	0	0	0.425445086
DNTTIP2	-0.169149456	-0.425648189	-0.319225611	0.470914443	0.100760191
DOHH	0.296217098	-0.673700644	-0.216458264	0	0.324907602
DPF2	0.490758915	0.59786892	0.860486905	1.70882857	0
DPP3	1.200800082	0.305170135	0.368230738	0	-1.314865854
DPP9	0	-1.543416352	0	0	0
DPY30	-0.255374839	-0.908812683	-0.273179273	-0.225731592	-0.246966065
DPYSL2	0.223991391	0.310243568	0	0	0
DPYSL3	-0.168686996	0.201519052	0	0	0
DR1	-0.06195899	-0.554267496	-0.318217532	-0.096053172	-0.023874974
DRAP1	-0.031317023	-1.159519532	-0.288888756	0.294794276	0.097572237
DRG1	-0.038004332	-0.070057455	1.14025055	0	-1.083642792
DSC2	0	0	0	1.842312591	0
DSG2	-0.69380273	-0.376756008	0.297940754	0.35634638	0.355206179
DSP	-1.443592145	1.618571003	0.186814556	0.39725335	0
DST	0	-0.451945806	0	0.186903425	0
DSTN	0	1.3847875	0	0	0
DTNBP1	-1.475383003	0	0.610714598	0.106159505	0.701576007
DUT	-0.216943095	-0.966787824	-0.192963893	-0.22162078	0.013176921
DYNC1H1	0	0.669986076	0.319476899	1.459130075	0.677006322
DYNC1I2	0.180320631	-0.010772666	0.297485379	0.857396115	0.166773309
DYNC1LI1	0	0.8892909	-0.28018141	0	1.046369374
DYNC1LI2	-0.521962289	-0.276158231	-0.182951621	0.528980241	0.272204412
E2F4	0.012881461	-1.319346255	0	0	0.512559512
EBNA1BP2	0.207441615	-0.311632331	-0.121299369	0.253261357	0.138840594
ECE1	0.037218211	-0.407506761	-0.151659856	0	0
ECH1	-0.238629719	1.324470595	0.247922344	0	-0.72983833
ECHDC1	0	0.395631379	0	0	0
ECHS1	1.309301872	0.22370398	0.336565134	2.036480562	1.076539066
ECI2	-0.792934073	0	0	0	0
ECM1	0	0	0	0	0.057081494
EDC4	0.596667465	0.153998306	0.386060221	1.735830653	0.206099872
EDF1	-0.079459526	-0.785343128	-0.449032236	-0.079640802	-0.268145133
EEA1	-0.104662111	-0.393329947	-0.269998064	-0.218688898	-0.078505823
EEF1A2	0	0.684648026	0	0	0
EEF1B2	0.035224007	-0.572425166	-0.349995214	-0.01919157	-0.029023328
EEF1D	0.048749578	-0.737129729	-0.183552122	0.187376697	0.037674037
EEF1G	0.203455189	0.174846608	0.283679019	1.670406522	1.230076589
EEF2	0.168525998	0.204398309	0.32282503	0.591040222	0.96343998
EFCAB14	0.039253079	-1.180496236	0	0.887180676	0
EFHD1	0	0	-0.20257272	0.654260426	0
EFHD2	-0.690569306	-0.204485737	0.092852739	0	-0.067216763
EFNB1	0	1.646954059	0	0	0
EFNB2	0	0	-0.35834313	0.81725443	-0.074776894
EFTUD2	-0.030604315	0.039381311	0.32393511	0	0.97503386
EGFR	0	-0.475167262	-1.25884204	-0.247295503	0
EGR1	0	0	0	0	0.016948836
EHBP1	-0.397730948	0	-0.812498097	-0.255743988	0
EHBP1L1	0	-0.675812893	1.63778637	0.579791357	-0.437843737
EHD1	0	0.239959882	2.013881415	-1.29350865	0
EHD2	0	0.330898997	0	0	0
EHD4	0	0.649397539	0	0	0
EHMT1	0.149743983	0	0	-0.702399973	0
EHMT2	0	0	0	0	1.363274776
EIF1	-0.261423164	-0.623090183	-0.075689094	-0.074295862	-0.041493466
EIF1AD	-1.920285086	1.205624873	-0.625405301	-0.540694054	-0.149157998
EIF2A	0.34766603	0.024617511	-1.544069518	0	-2.294965366
EIF2AK2	0	-1.242840138	-0.379883373	0	0
EIF2B1	-0.181634977	0.215243865	0	0	0
EIF2B2	0	0.467520823	0	0	0
EIF2B4	0.811565227	0	-1.311272219	0	0
EIF2S1	0.243119167	0.25650809	0.322131293	-1.276492367	0.466623334
EIF2S2	0.270933315	-0.088458518	0.112268067	0.764920868	-0.432033927
EIF3A	0.030456753	0.199264004	0.434207031	0.901455505	0.156688124
EIF3B	0.1718184	-0.092172221	0.347755132	1.26512969	0.437395829
EIF3D	0	0.831733428	0	0	0.942070717
EIF3E	0.232632241	0.117024022	0.121002726	0	0.134828147
EIF3F	0.299883083	0.021458909	0.394486867	2.729238962	1.178895981
EIF3G	0.609521374	-0.041169552	0.114207868	0.845004801	0.142000709
EIF3I	0.272107273	-0.069704146	0.178317963	0	1.021483558
EIF3J	-0.235290324	-0.32180247	-0.037726522	0.688187094	0.086337203
EIF3K	0	0.081459709	1.126754662	0	0
EIF3L	0.321579636	0.127727678	0.806748167	0	1.182694085
EIF3M	-0.772991948	0.068507815	-0.255569503	-1.677705083	0.499999091
EIF4A1	0.224583512	0.131497625	0.374857557	2.692231509	1.190622318
EIF4A2	0	1.541369818	0	0	0
EIF4A3	0.401046314	0.317323873	0.438234029	1.988659705	0.574475062
EIF4B	0.213253871	-0.668394274	-0.418921386	-0.092922979	-0.146063985
EIF4EBP1	0.873144302	-0.588804718	0.072185078	-0.086858692	-0.241871892
EIF4EBP2	-1.436954309	-1.840224641	-0.132233126	-0.609232974	2.602430541
EIF4ENIF1	-1.118879508	0	0	0.112078925	-0.257536803
EIF4G1	0	0	-1.449506867	-1.101273881	0
EIF4G2	0.840033189	0.188263965	0.38985227	0.579260191	-0.593293173
EIF4G3	0	-0.843904017	0	1.301149	0.165971437
EIF4H	0.11305573	-0.629836385	-0.225542539	-0.011227367	-0.228842808
EIF5	0.513270657	-0.230986904	0.052630102	2.398423543	0.423557586
EIF5A	-0.025176749	-0.383244349	-0.08276123	0.582632166	0.209989977
EIF5B	0.026543074	-0.462422624	0.151899454	0.52646886	-0.469844529
EIF6	0.469714654	-0.096044031	0.243049255	0	1.320066612
ELAC2	0	-1.530130924	0	0	-1.10411857
ELAVL1	0.086953248	-0.156869098	0.084098421	0.544901727	0.854197248
ELF1	0	0	0	0	1.242838047
EMC10	0	0	-2.433273762	0	0
EMD	-0.336724333	-0.057710896	-0.172001824	0.184309459	0.328975428
EML3	0	1.192890659	0	0	-0.848038585
EML4	-0.386067446	0.223427905	0.201965113	1.390903512	0.081430068
ENAH	-0.930937113	-0.66135243	-0.19818936	0.260104925	0
ENDOD1	0	1.148869204	0	0	0
ENG	0	-0.526334261	0	0	0
ENO1	0.181091752	0.419403448	0.386614823	1.450376564	0.940235066
ENO2	0.215744949	0.444785862	-1.301569235	0	0.875801149
ENSA	-0.019582655	-0.785607938	-0.363196066	-0.047861493	-0.104962362
ENY2	0.555836452	-0.426277934	-1.781550344	-0.070725663	-0.045230853
EP400	0	0	0	0	-0.422896287
EPB41	-0.038043179	0	0	0.61645715	0.261260981
EPB41L1	1.442761241	-1.674162717	-0.050790255	0.370861159	0.106934892
EPB41L2	-0.473243518	-0.229226787	-0.375466913	0	0.050374677
EPB41L4A	0	0	0	2.500471038	0
EPB41L5	0	0	0	0	1.089768823
EPCAM	0	0	-1.124802866	0.265390102	0
EPDR1	0	0.051739753	0	0	0
EPHA2	0	-0.171385427	0	0	0
EPHB2	0	0.055854335	0	0	0
EPHX1	0	1.235563143	0.508032404	0	0
EPN1	-1.57816474	-0.223491055	-0.115258401	0.110950747	-0.018940805
EPN2	0	0	0	-0.817687816	0
EPN3	0	0	0	-0.056333327	0
EPPK1	0	0	-0.013423348	0	0.795413432
EPRS	-0.218840114	0.399272281	0.96071766	1.7993756	0.899180229
EPS15	0.243077984	0.280664391	0.177031687	0.302728776	-0.105347025
EPS8	0	1.957463669	0	0	0
EPS8L1	0	0	0.554773557	1.336797006	0
EPS8L2	0	0.151416364	-0.180973896	0.244456081	0
ERAP1	0	0.682972686	0.605164698	0	0
ERC1	-0.187048257	-0.418440616	0.608393654	0.425116109	-0.304083317
ERCC6L	-1.504841235	0.88485867	-0.134633864	-2.18008335	0.185167238
ERGIC1	0	0.254293894	2.538047582	0	0
ERH	0.014045056	-0.161322587	0.018170999	0.459887577	0.186046607
ERICH5	0	0	1.447631116	0	0.086230683
ERLIN2	0	0	0	0	0
ERP29	0.119983657	-0.033104254	-0.017215515	0.499760269	0.05900978
ERP44	0.328596778	0.107350058	0.181560309	0	0.780043435
ESD	-1.168207558	1.154249486	1.680172092	0	2.209932449
ESF1	0.16208214	0	1.132132017	0.210048861	-0.094430126
ESYT1	-1.035085211	0.103754569	0.772039753	0	1.639457614
ESYT2	0	0.976760096	0	0	0
ETF1	0	0.714173187	-0.476618354	0	0
ETFA	0.09954102	0.467852076	0.295766765	0	0.630061645
ETFB	0.322051464	0.189396469	0.113385502	1.174042771	0.25241339
ETHE1	0	0.466561888	0.132869822	-0.479766962	0.225731085
EVPL	0	0	0	0.310069414	0
EWSR1	0.1394471	-0.755645331	-0.413957429	0.206260885	-0.124460784
EXOSC4	0	1.8316745	0	0	1.89757149
EXOSC7	0	0	0	0	-0.04508795
EYA3	0	0	0	0	-1.519518526
EZR	0.318744521	0.16295799	0.231157111	0.265328221	0.208157347
F11R	0	0.129222026	0.239276679	-0.639950819	0
FABP5	-0.112337791	-0.418012708	-0.143730853	0.507615822	-0.037126019
FABP6	0	0	-0.357075325	0	0
FAF1	0	0	0.990038098	0	0
FAF2	0	1.592267919	-1.681219851	0	0
FAH	-1.518791421	0.353682798	0.70130798	0	-0.165848989
FAHD2A	0	1.341803091	0	0	0
FAM103A1	-0.764198836	-0.074887893	-0.617115779	0.136196498	-0.264450311
FAM107B	-0.374498638	-0.791531881	-0.461482793	-0.36103559	-0.20703901
FAM114A1	-0.336846669	-0.270279047	-0.166765038	-2.374876487	0.112112274
FAM114A2	0.81460102	0.008331281	0.474620954	2.274618291	0.056810749
FAM120A	0	0.236171574	0.186343921	1.691103269	0.286766995
FAM122B	-2.035084907	0	0	1.562640305	0
FAM126B	0	0	0	0.513160476	0
FAM129A	0	0	1.766219389	0	0
FAM129B	0	0.17540949	-0.578833284	1.440893924	0.793816066
FAM136A	-0.015627198	-1.030821519	-0.292058805	0.021093333	-0.07249046
FAM162A	0.154803587	0	-0.245627415	0	-0.814068168
FAM168A	0	-1.395753835	0	0	2.6407695
FAM171A1	0	0	0	0	1.997122666
FAM177A1	0	0	0	0	0
FAM192A	-0.120484664	-0.749688333	-0.444623833	-0.260303607	-0.132032308
FAM204A	1.289269476	0	0	0	-0.234402936
FAM207A	0	0	0	0	0.364210677
FAM213A	0	0	0.52819633	0	0
FAM32A	0.564031262	0	-1.121517694	-0.440078137	2.258724414
FAM3C	0	0	-2.048169354	0	0
FAM49B	0	0.455389068	0.399471599	0	0.926669629
FAM50A	-0.029191675	-0.519833883	-0.547357178	0.533190363	0.005589709
FAM83B	0	0	0	0	0
FAM83G	0	0	0	0	-0.347047799
FAM83H	0	0	0	0.439631263	1.096298554
FAM84B	0.683537729	0	0	0	0
FAM96B	0	0	1.225716219	0	0
FARP1	0	-0.114921861	0	0	0
FARP2	1.507378564	0	0	0	0
FARSA	0.194323405	0.052074516	-0.098222177	-1.620883588	0.113544297
FARSB	0.22756195	0.310230399	0.530804001	0	0.987127461
FASN	0.27115823	0.472387273	0.470963569	1.187483312	0.947764656
FAT1	0	0	0	0	0
FAT2	0	0	0.034359878	0	0
FAU	0.040458055	-0.414965999	-0.279834266	0.039255435	0.338487162
FBL	0	0.257126821	0	0	0
FBLIM1	0	0	0.752094246	0	0
FBRSL1	0	0	0	0	0
FBXO7	0	0	0	0.854418811	0
FDFT1	0	0	1.327516556	0	0
FDPS	0.976037926	0.458876289	0.631199629	0	0
FDX1	-0.86390914	-0.536152729	-0.37400997	-0.07317182	-0.192036048
FDXR	0	0.909524687	0	0	0
FEN1	0.49652631	0.233158354	0.289705678	0	0.81259473
FERMT2	0	-0.009968222	0.761646497	0	0
FGF2	0	0	0	0	0
FGFR1OP	-0.722563686	0	-0.423307879	0	0
FGFR1OP2	-0.109802903	0	0	-1.915212866	0.021469952
FH	-0.008294204	0.168420879	0.401390734	1.053997827	0.549116448
FHL1	0.249748448	0	0	0	0
FHL2	0	0.331074229	0	0	-1.870994173
FHL3	0.11050811	0	-0.53813567	0	0.282469934
FHOD1	0	0.164462216	0	0	1.14866092
FILIP1	0	0	-0.00397422	0	0
FILIP1L	0	-0.681537766	1.316628993	0	0
FIP1L1	-0.020206037	-0.869405256	-0.345113088	0.010337102	-0.281766835
FIS1	0	-0.664356622	-0.36185836	0	0
FKBP10	0.082751481	-0.155741042	0	2.145280795	0.106473821
FKBP11	-0.245693316	0	0	0	0
FKBP15	1.735018797	-0.337618817	-0.555698831	2.101834137	0.13986555
FKBP2	0	-0.993027504	0.97935648	0.913217372	0
FKBP3	-0.09532831	-0.224021016	-0.095841839	0.379776986	-0.222547252
FKBP4	0.124208505	0.007459418	0.189849182	1.072291267	0.853172732
FKBP5	0.330865077	0	0.821414742	0	-0.538528041
FKBP7	0	0.943937289	0	0	-0.506145964
FKBP8	0	-0.015548051	1.08446535	0	0
FKBP9	0	0.17711891	-0.413390695	0	0
FLII	0	0.146998341	0.430074793	0	0
FLNA	0.145723646	0.216774059	0.432496943	1.26948383	0.602888964
